timestamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1694507002216427182,-0.0009213679586537182,-0.0016240788390859962,0.0013392646797001362,0.48210418224334717,0.07125720381736755,-9.780722618103027
1694507002226472421,0.0008041136898100376,0.004600193351507187,0.0008572807419113815,0.5564713478088379,0.023593459278345108,-9.847392082214355
1694507002236996012,-0.0023591588251292706,-0.0003052056999877095,-0.00042061039130203426,0.4862707257270813,0.10107362270355225,-9.77899169921875
1694507002257494241,-0.0004136433417443186,-0.002321560401469469,-0.0014043693663552403,0.5260840654373169,-0.008869882673025131,-9.798916816711426
1694507002257504240,0.0009161204798147082,0.0014388597337529063,-0.00011910438479389995,0.5495420694351196,0.012625010684132576,-9.770086288452148
1694507002266581087,-0.0027948797214776278,0.0005319422925822437,0.0010022445349022746,0.48278912901878357,0.044162455946207047,-9.8290376663208
1694507002276512891,-0.0018900777213275433,5.547226464841515e-05,-0.00023632941883988678,0.5822190642356873,0.1164313554763794,-9.87339973449707
1694507002286415213,-0.0015395439695566893,-0.000704774574842304,0.0005384226096794009,0.559567391872406,0.015177542343735695,-9.780420303344727
1694507002296395356,-0.0013656147057190537,-0.0019540544599294662,0.0003326120786368847,0.5208879709243774,0.04584892466664314,-9.781115531921387
1694507002306685328,-0.0012123639462515712,-0.00021283594833221287,9.174909064313397e-05,0.4878385066986084,0.0011444352567195892,-9.750571250915527
1694507002316536229,0.0015557745937258005,-0.0007994824554771185,-0.0024668409023433924,0.5604307055473328,0.020529551431536674,-9.77975845336914
1694507002326653939,-0.0025902758352458477,-0.0022284146398305893,-0.0005328691913746297,0.568243682384491,-0.049039002507925034,-9.797639846801758
1694507002336986247,-0.0009841725695878267,0.0013590938178822398,-0.0018594583962112665,0.5846639275550842,0.001692742109298706,-9.745628356933594
1694507002346713068,0.000234882696531713,0.002556572202593088,-0.001040393253788352,0.5682878494262695,-0.05091700702905655,-9.839042663574219
1694507002356636884,0.0006818725378252566,0.0015139360912144184,0.002221363829448819,0.5030062198638916,-0.0007046535611152649,-9.907883644104004
1694507002366597564,6.355198274832219e-05,0.00033950424403883517,-0.003215227974578738,0.6023121476173401,0.008025573566555977,-9.853670120239258
1694507002388685228,0.0017248161602765322,-0.003105870680883527,-0.0020150067284703255,0.5604404807090759,0.03147995471954346,-9.777756690979004
1694507002388737950,0.0006308468873612583,0.001001969096250832,-0.0012946886708959937,0.6259450316429138,0.07786321640014648,-9.81266975402832
1694507002396647830,0.0013868401292711496,-0.0009409226477146149,-0.0035972292535007,0.4914270043373108,0.06123161315917969,-9.800408363342285
1694507002406405497,-0.000782524177338928,-0.0022086615208536386,0.0014581384602934122,0.5710674524307251,0.026322893798351288,-9.824538230895996
1694507002416410876,0.0017489788588136435,-0.000840621767565608,-0.0035798384342342615,0.5358569025993347,-0.005186067894101143,-9.773874282836914
1694507002426513129,-0.0004922534571960568,0.002705348189920187,-0.0027266168035566807,0.5814738869667053,0.04123646765947342,-9.828301429748535
1694507002436576512,0.0027557327412068844,-9.11977986106649e-06,-5.9253979998175055e-05,0.5758988261222839,-0.030388977378606796,-9.83432674407959
1694507002446554445,0.0016041320050135255,0.00078501709504053,0.0010214309440925717,0.5235614776611328,-0.017538385465741158,-9.835949897766113
1694507002456570863,0.0019409158267080784,-0.0005863881669938564,-0.004054854158312082,0.4828796088695526,0.0826704204082489,-9.82851505279541
1694507002466797600,0.0017584681045264006,-0.0039657363668084145,-0.0018517067655920982,0.44803810119628906,0.058556389063596725,-9.801925659179688
1694507002476769487,-0.0027056802064180374,0.00029429359710775316,-8.745019295020029e-05,0.6330416202545166,-0.025400575250387192,-9.802987098693848
1694507002486494645,-0.0026977492962032557,-0.001378586981445551,0.00035691887023858726,0.559319794178009,0.03354935348033905,-9.765223503112793
1694507002496721227,-0.0013113076565787196,-0.002728329971432686,-0.002773994579911232,0.5941689014434814,0.007649971172213554,-9.758731842041016
1694507002506698191,0.00026411519502289593,0.0024507653433829546,-0.0006784569704905152,0.6160876154899597,0.10723558813333511,-9.808051109313965
1694507002516932351,-0.00373801589012146,0.001228142762556672,-0.0009349723695777357,0.528580367565155,-0.0010085143148899078,-9.758345603942871
1694507002527099937,0.0023305872455239296,-0.0018462608568370342,-0.0028159182984381914,0.6275752186775208,0.056718505918979645,-9.719913482666016
1694507002546758839,0.0004892571596428752,0.001781479804776609,0.0008050910546444356,0.49754324555397034,0.13434843719005585,-9.8541841506958
